,98_SCPMF
ACC,0.6089108910891089
AUC,0.550492561201369
Fscore,8.106060887794404e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5816995747670748
NDCGk,0.1722709485697643
global AUC,0.5998902573133104
global NDCG,0.29474425811639227
prediction time (sec),0.5846247673034668
training time (sec),902.3465752601624
