,64_SCPMF
ACC,0.5643564356435643
AUC,0.5349963934243063
Fscore,8.299181989027726e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5147714936714797
NDCGk,0.16368234248509503
global AUC,0.5565386404432004
global NDCG,0.28402227624037285
prediction time (sec),0.5229363441467285
training time (sec),898.4635853767395
