,77_SCPMF
ACC,0.5891089108910891
AUC,0.5200877794572291
Fscore,0.00010015079418917885
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5373242786317081
NDCGk,0.15895537607365112
global AUC,0.5816647977474992
global NDCG,0.2912849406683489
prediction time (sec),0.6871078014373779
training time (sec),1014.6022934913635
