,22_DDA_SKF
ACC,0.5577731092436975
AUC,0.5669574345756724
Fscore,0.00035190473758703685
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5172989059332118
NDCGk,0.19322831735745988
global AUC,0.5763385165021533
global NDCG,0.5135418577908532
prediction time (sec),0.45995545387268066
training time (sec),1459.178781747818
