,71_DDA_SKF
ACC,0.49054621848739494
AUC,0.5577283334242663
Fscore,0.00036236404409539157
HR@10,0.001081081081081081
HR@2,0.0
HR@5,0.0
Lin's AUC,0.47178123811905603
NDCGk,0.1939917118606538
global AUC,0.5168945574725431
global NDCG,0.5105230085379893
prediction time (sec),0.46407175064086914
training time (sec),1449.5673997402191
