,77_DRRS
ACC,0.7151898734177216
AUC,0.508793121664701
Fscore,0.001952511391261763
HR@10,0.010548523206751054
HR@2,0.002109704641350211
HR@5,0.004219409282700422
Lin's AUC,0.7156524091910392
NDCGk,0.25267359822619273
global AUC,0.7095954069505707
global NDCG,0.6157117960020063
prediction time (sec),0.011515378952026367
training time (sec),971.7238113880157
