,93_DRRS
ACC,0.7616033755274262
AUC,0.5696922951503024
Fscore,0.0021047533274941048
HR@10,0.008438818565400843
HR@2,0.0
HR@5,0.002109704641350211
Lin's AUC,0.7302889325336748
NDCGk,0.28219590035115866
global AUC,0.7508582597056991
global NDCG,0.6114813748344963
prediction time (sec),0.021588802337646484
training time (sec),915.1698477268219
