,1_DRRS
ACC,0.7426160337552743
AUC,0.5478965792210924
Fscore,0.002045343608529359
HR@10,0.010548523206751054
HR@2,0.0
HR@5,0.004219409282700422
Lin's AUC,0.7437843740881844
NDCGk,0.2716177145966981
global AUC,0.7337599941366308
global NDCG,0.607836000638802
prediction time (sec),0.021744489669799805
training time (sec),869.2868945598602
