,95_DRRS
ACC,0.7194092827004219
AUC,0.5443271524263601
Fscore,0.0019327627072397038
HR@10,0.014767932489451477
HR@2,0.004219409282700422
HR@5,0.010548523206751054
Lin's AUC,0.7228975660142288
NDCGk,0.2679420549518657
global AUC,0.7134426506581224
global NDCG,0.641927691188006
prediction time (sec),0.011116981506347656
training time (sec),913.9518744945526
