,25_PMF
ACC,0.5754098360655737
AUC,0.5303594507142612
Fscore,0.0007216100573078873
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5383270143999964
NDCGk,0.20903787073944072
global AUC,0.5710426714432137
global NDCG,0.4653700895872746
prediction time (sec),0.044669389724731445
training time (sec),35.10212159156799
