,64_PMF
ACC,0.5918032786885246
AUC,0.5273548997625807
Fscore,0.0008246915113936155
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5433175490477266
NDCGk,0.2070278793818936
global AUC,0.5862939431919435
global NDCG,0.46887957611318004
prediction time (sec),0.03942060470581055
training time (sec),34.3844735622406
