,92_BNNR
ACC,0.9716386554621849
AUC,0.5
Fscore,0.0002878820916174001
HR@10,0.008648648648648649
HR@2,0.002162162162162162
HR@5,0.004324324324324324
Lin's AUC,0.8596129510044589
NDCGk,0.1791499865667659
global AUC,0.9791506241252151
global NDCG,0.8532285221823821
prediction time (sec),0.4352071285247803
training time (sec),4246.456357240677
