,98_BNNR
ACC,0.9716386554621849
AUC,0.5
Fscore,0.00026628762437830815
HR@10,0.010810810810810811
HR@2,0.002162162162162162
HR@5,0.005405405405405406
Lin's AUC,0.8604878886784219
NDCGk,0.19154484523760756
global AUC,0.978118636127821
global NDCG,0.8496698527101255
prediction time (sec),0.44177865982055664
training time (sec),4243.014664649963
