,9_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,9.668659481642196e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.574913442334228
NDCGk,0.17875100302442154
global AUC,0.9297112039819372
global NDCG,0.3210774485900826
prediction time (sec),427.5344123840332
training time (sec),5002.530057191849
