,57_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,9.909440110070689e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.32916876741057455
NDCGk,0.1629544536910617
global AUC,0.8928956096624489
global NDCG,0.3171139310179792
prediction time (sec),414.881471157074
training time (sec),5023.511099815369
