,90_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,8.478456593099398e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5605965486232651
NDCGk,0.16652422597010239
global AUC,0.9234377921374104
global NDCG,0.3283580344541667
prediction time (sec),403.88222789764404
training time (sec),4159.278584480286
