,40_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0006286138814443166
HR@10,0.01639344262295082
HR@2,0.003278688524590164
HR@5,0.00819672131147541
Lin's AUC,0.9085624754810373
NDCGk,0.1971210442127676
global AUC,0.9839790220487828
global NDCG,0.8408582216084887
prediction time (sec),0.17718720436096191
training time (sec),1213.281890630722
