,26_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0006781756454963292
HR@10,0.01639344262295082
HR@2,0.003278688524590164
HR@5,0.00819672131147541
Lin's AUC,0.9039653975762407
NDCGk,0.1971608283446518
global AUC,0.9833893065868762
global NDCG,0.8419622806400892
prediction time (sec),0.17792034149169922
training time (sec),1210.0162081718445
