,53_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.018367346938775512
HR@2,0.004081632653061225
HR@5,0.01020408163265306
Lin's AUC,0.7453714122559074
NDCGk,0.2344515203780612
global AUC,0.9335213928688484
global NDCG,0.629257367787839
prediction time (sec),0.10095810890197754
training time (sec),7496.45757651329
