,40_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.014285714285714285
HR@2,0.004081632653061225
HR@5,0.01020408163265306
Lin's AUC,0.7533921796306021
NDCGk,0.2344515203780612
global AUC,0.9347466068199457
global NDCG,0.6288684997419662
prediction time (sec),0.0998077392578125
training time (sec),5265.98424911499
