,97_LRSSL
ACC,0.0
AUC,0.4995119366144417
Fscore,0.0
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4951558686958386
NDCGk,0.17629967956927367
global AUC,0.09900508597272167
global NDCG,0.24324166813516349
prediction time (sec),18.307714700698853
training time (sec),877.9090111255646
