,33_LRSSL
ACC,0.0
AUC,0.49940647024685136
Fscore,0.0
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5488725488252666
NDCGk,0.17470393421010488
global AUC,0.11107112938982942
global NDCG,0.2434392674567867
prediction time (sec),18.43719506263733
training time (sec),917.813793182373
