,40_HAN
ACC,0.975609756097561
AUC,0.5
Fscore,0.0004535216640279506
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5584798555951316
NDCGk,0.20080552768581422
global AUC,0.9040074256890456
global NDCG,0.35968553053837515
prediction time (sec),0.6473650932312012
training time (sec),224.94680190086365
