,24_LRSSL
ACC,0.14081632653061224
AUC,0.4951372211182405
Fscore,9.592750390167144e-05
HR@10,0.0020408163265306124
HR@2,0.0
HR@5,0.0020408163265306124
Lin's AUC,0.3645925515802807
NDCGk,0.23016462218185452
global AUC,0.190784492401619
global NDCG,0.40138990077360887
prediction time (sec),2.8395206928253174
training time (sec),532.4620320796967
