,62_LRSSL
ACC,0.1326530612244898
AUC,0.49747388696957195
Fscore,0.00017092981430750595
HR@10,0.006122448979591836
HR@2,0.0
HR@5,0.0020408163265306124
Lin's AUC,0.34466729900798276
NDCGk,0.2394846102413098
global AUC,0.18101384241101687
global NDCG,0.4153457513395914
prediction time (sec),2.982774019241333
training time (sec),354.95092844963074
