,15_BNNR
ACC,0.974025974025974
AUC,0.5
Fscore,0.0001867024617547811
HR@10,0.008888888888888889
HR@2,0.0017777777777777779
HR@5,0.0044444444444444444
Lin's AUC,0.8663194739839699
NDCGk,0.16982568786837937
global AUC,0.9783572883792813
global NDCG,0.8541604088832274
prediction time (sec),1.8482742309570312
training time (sec),7634.813853263855
