,75_BNNR
ACC,0.974025974025974
AUC,0.5
Fscore,0.00017866273529289068
HR@10,0.008
HR@2,0.0017777777777777779
HR@5,0.0035555555555555557
Lin's AUC,0.8525005555423784
NDCGk,0.1752198543616761
global AUC,0.978214968847983
global NDCG,0.851342065956521
prediction time (sec),1.8353478908538818
training time (sec),7500.829778671265
