,46_LibMF
ACC,0.975609756097561
AUC,0.5
Fscore,0.0007022509857114201
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.2280235541027904
NDCGk,0.19501985686157564
global AUC,0.8965932252413957
global NDCG,0.36041023500454705
prediction time (sec),0.0013022422790527344
training time (sec),8.394504308700562
