,73_HAN
ACC,1.0
AUC,0.5
Fscore,0.0013672026433847913
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6756064134165368
NDCGk,0.22962804378221816
global AUC,0.9326518702035523
global NDCG,0.5137526789339633
prediction time (sec),0.04629683494567871
training time (sec),384.4744622707367
