,40_HAN
ACC,1.0
AUC,0.5
Fscore,0.0016662453676691202
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7008883965885202
NDCGk,0.23054683350285343
global AUC,0.9379952102731279
global NDCG,0.5200894863442383
prediction time (sec),0.05256819725036621
training time (sec),375.50852131843567
