,82_HAN
ACC,1.0
AUC,0.5
Fscore,0.001635847064402928
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6846503841152869
NDCGk,0.2174485716196305
global AUC,0.9363963397564937
global NDCG,0.518201715784053
prediction time (sec),0.06296181678771973
training time (sec),367.8643205165863
