,89_LibMF
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.021853884644890877
NDCGk,0.22372748513658097
global AUC,0.9030333294607825
global NDCG,0.49639746554634584
prediction time (sec),0.0028340816497802734
training time (sec),18.848365545272827
