,2_LRSSL
ACC,0.8657276995305164
AUC,0.4999472077919733
Fscore,0.000388653293281315
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5192725042668525
NDCGk,0.18802171433819218
global AUC,0.8224128027548501
global NDCG,0.5100822220882012
prediction time (sec),11.543100833892822
training time (sec),5464.6523904800415
