,14_LRSSL
ACC,0.5004694835680751
AUC,0.5000854087469353
Fscore,0.000209708913371468
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.44971369036660486
NDCGk,0.18725484277784815
global AUC,0.4893249735075337
global NDCG,0.4757937120858469
prediction time (sec),13.921262264251709
training time (sec),5544.224485397339
