,42_LRSSL
ACC,0.964319248826291
AUC,0.5001224114007732
Fscore,0.00042082143361941494
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5412766071635882
NDCGk,0.1870717633279132
global AUC,0.9095683547443777
global NDCG,0.5241081048671724
prediction time (sec),11.388413906097412
training time (sec),4090.056359767914
