,15_FastaiCollabWrapper
ACC,0.9568075117370892
AUC,0.5
Fscore,0.00041890856666299307
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5403733341982982
NDCGk,0.1870480311936072
global AUC,0.8879635816217748
global NDCG,0.5018537736697841
prediction time (sec),71.23327684402466
training time (sec),963.132981300354
