,70_SCPMF
ACC,0.5177865612648221
AUC,0.5186997420788043
Fscore,0.0012174188001068116
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.532875580832226
NDCGk,0.22917645843000323
global AUC,0.5181439136128646
global NDCG,0.4666257708553849
prediction time (sec),0.03299713134765625
training time (sec),55.70936965942383
