,72_SCPMF
ACC,0.5553359683794467
AUC,0.527498163003632
Fscore,0.0014012990182351631
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5424534537119449
NDCGk,0.2322707175353346
global AUC,0.5523342991969317
global NDCG,0.47351491865240786
prediction time (sec),0.03314042091369629
training time (sec),54.74014401435852
