,21_PMF
ACC,0.5217391304347826
AUC,0.5023626175685824
Fscore,0.00024402175518083903
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5300900654545393
NDCGk,0.18128342949691048
global AUC,0.523205608125579
global NDCG,0.2759733561408005
prediction time (sec),0.7396612167358398
training time (sec),108.49692392349243
