,34_PMF
ACC,0.5489130434782609
AUC,0.5220185352799651
Fscore,0.00025921776230913255
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5291102380041424
NDCGk,0.1752406370217289
global AUC,0.5451462663052137
global NDCG,0.27734982970029043
prediction time (sec),0.8045885562896729
training time (sec),120.38050436973572
