,64_FastaiCollabWrapper
ACC,0.9878048780487805
AUC,0.5024011693135321
Fscore,0.0007279033217453634
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4896895953884037
NDCGk,0.22613261997212866
global AUC,0.9236621189840295
global NDCG,0.3719587010856879
prediction time (sec),6.889463186264038
training time (sec),71.42823004722595
