,32_FastaiCollabWrapper
ACC,0.975609756097561
AUC,0.5
Fscore,0.00044915508858354015
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5219552875260796
NDCGk,0.18516686815657726
global AUC,0.9395827476401069
global NDCG,0.3824925332335206
prediction time (sec),5.849149703979492
training time (sec),67.68780565261841
