,52_LibMF
ACC,0.9863013698630136
AUC,0.5
Fscore,0.0003800289612777521
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.22473076918908105
NDCGk,0.1975368959252907
global AUC,0.8911831061040173
global NDCG,0.33351227873046174
prediction time (sec),0.002675294876098633
training time (sec),9.413894176483154
