,98_FastaiCollabWrapper
ACC,0.9679653679653679
AUC,0.499904346012344
Fscore,0.00018267080749707082
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.49354060409386197
NDCGk,0.17786772293414815
global AUC,0.8964980811965431
global NDCG,0.49510837981456385
prediction time (sec),103.3668999671936
training time (sec),1106.4374995231628
