,96_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0012038461570303706
HR@10,0.019762845849802372
HR@2,0.003952569169960474
HR@5,0.009881422924901186
Lin's AUC,0.8373251227986355
NDCGk,0.22993927130820188
global AUC,0.9725804633490375
global NDCG,0.832033798690983
prediction time (sec),0.0375828742980957
training time (sec),328.75611996650696
