,84_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0012351357232011782
HR@10,0.019762845849802372
HR@2,0.003952569169960474
HR@5,0.009881422924901186
Lin's AUC,0.8126030941649012
NDCGk,0.22352270804750007
global AUC,0.9692182108176012
global NDCG,0.8243019048621356
prediction time (sec),0.03824472427368164
training time (sec),322.09902572631836
