,4_LRSSL
ACC,0.6754098360655738
AUC,0.5248407373064425
Fscore,0.0007411539608401377
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5560911668990777
NDCGk,0.20444797859294261
global AUC,0.6513353223469676
global NDCG,0.4797726571442233
prediction time (sec),2.3415918350219727
training time (sec),404.91094851493835
