,42_LRSSL
ACC,0.8360655737704918
AUC,0.5094022579873607
Fscore,0.0006641492813237503
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6399373174105318
NDCGk,0.2065615907974514
global AUC,0.8002166869618538
global NDCG,0.5257672835071385
prediction time (sec),2.4596328735351562
training time (sec),578.1888964176178
