,36_SCPMF
ACC,0.5693877551020409
AUC,0.5276579526990135
Fscore,0.0006419219945408435
HR@10,0.0020408163265306124
HR@2,0.0
HR@5,0.0020408163265306124
Lin's AUC,0.5294256960256242
NDCGk,0.22528798898349853
global AUC,0.5623484556879735
global NDCG,0.4531752588368798
prediction time (sec),0.10990667343139648
training time (sec),185.85225772857666
