,38_SCPMF
ACC,0.4959183673469388
AUC,0.523422923341831
Fscore,0.0005409632097558858
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5078453225200769
NDCGk,0.22842831732294044
global AUC,0.4997410771757178
global NDCG,0.4294409660327929
prediction time (sec),0.10242414474487305
training time (sec),188.00767850875854
