,22_SCPMF
ACC,0.4387755102040816
AUC,0.47712015674725483
Fscore,0.0004932991703791716
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4834414246578902
NDCGk,0.20368179031356176
global AUC,0.4428780262030165
global NDCG,0.42693252946876237
prediction time (sec),0.10736608505249023
training time (sec),183.10139799118042
