,35_HAN
ACC,0.974025974025974
AUC,0.5
Fscore,0.00017697067597272054
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6672819722651643
NDCGk,0.17102112983259637
global AUC,0.9267940213693839
global NDCG,0.5074017943968383
prediction time (sec),1.4301462173461914
training time (sec),1431.1688723564148
