,78_HAN
ACC,0.974025974025974
AUC,0.5
Fscore,0.00016807607209748263
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6687980907590381
NDCGk,0.16699842007225743
global AUC,0.9307554727953988
global NDCG,0.5197684952601331
prediction time (sec),1.537686824798584
training time (sec),1472.4428763389587
