,78_LogisticMF
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7185062918267885
NDCGk,0.16572411557719868
global AUC,0.9435710427235512
global NDCG,0.5522191806208536
prediction time (sec),0.24427199363708496
training time (sec),73.06045413017273
