,29_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0007280359253977951
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2001555055773041
global AUC,0.9004697558541253
global NDCG,0.4845992065034293
prediction time (sec),19.385961532592773
training time (sec),3299.9463696479797
