,97_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0006884403504498622
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2012087713970491
global AUC,0.9004697558541253
global NDCG,0.48396133076037406
prediction time (sec),19.216100931167603
training time (sec),3149.2778611183167
