,84_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0006144782504157115
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.19979165202986762
global AUC,0.9004697558541253
global NDCG,0.4909811016230616
prediction time (sec),19.236151933670044
training time (sec),3217.966404914856
