,99_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0006567922112657034
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.20479814300381832
global AUC,0.9004697558541253
global NDCG,0.4939287369914572
prediction time (sec),19.404608964920044
training time (sec),3102.9608380794525
