,49_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0005881517247349904
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2059706927598137
global AUC,0.9004697558541253
global NDCG,0.48448492526443565
prediction time (sec),19.533650159835815
training time (sec),3186.0304882526398
