,75_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0007003530378975345
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.20437218261448836
global AUC,0.9004697558541253
global NDCG,0.4791341937752257
prediction time (sec),19.176794290542603
training time (sec),3212.8266019821167
