,98_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0006712180702503975
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.20576894085179115
global AUC,0.9004697558541253
global NDCG,0.4868195142592173
prediction time (sec),17.08825182914734
training time (sec),3150.625459432602
