,63_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.000626839644767529
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.19955611902832093
global AUC,0.9004697558541253
global NDCG,0.48548817730698196
prediction time (sec),19.56003737449646
training time (sec),3197.361007452011
