,59_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0006390048146155309
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.20631314377321355
global AUC,0.9004697558541253
global NDCG,0.48755718281090255
prediction time (sec),19.467780590057373
training time (sec),3186.5685369968414
