,22_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.000588774456985768
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2058214062382022
global AUC,0.9004697558541253
global NDCG,0.484727931356045
prediction time (sec),19.538880825042725
training time (sec),3207.5549874305725
